video_id,channel_id,views,likes,comments,shares,subscribers_gained,estimated_revenue,avg_view_pct,avg_view_duration
phywWdY1Jpo,UCSlOhfr5f-RPRP50yRri1uA,184,2,0,0,0,0.002,25.03,21.63
pj5iEW4a81Y,UCSlOhfr5f-RPRP50yRri1uA,1263,10,0,0,0,0.065,91.51,44.32
pjQkepUqa28,UCpUrAXv2lzGxM4plYB7CE-A,163,1,0,0,0,0.008,58.72,18.58
pkYaI75iKdk,UCxxl4xdZZqRSSz2VfnFBhwA,3,0,0,0,0,0.001,39.55,13.0
pkx5Ob20yL8,UCeVTtB1kN607CxFrFkiqjgQ,1742,21,0,0,2,0.145,59.0,18.8
plCSItbtbmQ,UC0GVHmLgrxE2SS8F0C19JVg,15,-1,0,0,0,0.106,10.06,133.2
pliRaSbIwIo,UCSlOhfr5f-RPRP50yRri1uA,371,5,0,0,0,0.014,55.1,15.36
pnWwVIHpxjA,UCP4STX85lq_fpEtvQcq_5fw,8,1,0,0,0,0.0,5.16,47.5
po6KjNes33g,UC0GVHmLgrxE2SS8F0C19JVg,11,0,0,0,0,0.003,89.57,20.91
pozuBSKezDk,UCxxl4xdZZqRSSz2VfnFBhwA,107,0,0,0,0,0.113,11.06,240.98
pqZKbH2nRwk,UCT7ZxKrKqxBvAODr8h_ODkA,1,0,0,0,0,0.0,0.0,0.0
prnJHo1VeR4,UC0GVHmLgrxE2SS8F0C19JVg,6,0,0,0,0,0.001,239.72,13.67
psANdINizRc,UC2IjY1Gm6b7pYp-vMJ2R9ig,5929,62,0,7,25,9.009,19.1,340.23
psCZObSYw1Y,UCZFs3JqsRIqtqYgo4HahDUQ,378,0,0,0,0,0.378,1.23,90.86
pswuQRxYa98,UCvfQU0Npb-ve-LxUlaAN1GA,3,0,0,0,0,0.003,2.69,24.67
ptErqmOh-Kk,UCSlOhfr5f-RPRP50yRri1uA,6,0,0,0,0,0.0,0.0,0.0
pvtPL8wQJM4,UCxxl4xdZZqRSSz2VfnFBhwA,10,0,0,0,0,0.023,3.09,23.0
pwBTd6YPST0,UCLQ4NoTptaCDG4nUvDLtUoQ,7,0,0,0,0,0.0,28.64,22.0
pwbddyUo840,UCxfDVRNK6SoN59v_t3ZJ33A,18,0,0,0,0,0.016,8.06,28.67
pwq0_MFDguA,UC0GVHmLgrxE2SS8F0C19JVg,184,2,1,0,0,0.479,19.67,231.78
pxJBKKMdJ8A,UCMGKZD9ggu_Pfo4dkL47cXQ,44,1,0,0,0,0.013,79.37,34.45
pxnxhZRQjSI,UC2IjY1Gm6b7pYp-vMJ2R9ig,213,1,0,0,0,0.484,7.62,136.66
py2hEc1f0p0,UCMGKZD9ggu_Pfo4dkL47cXQ,84,0,0,0,0,0.102,10.15,157.4
pyHVKQ7_Ci8,UCsbnInDepLdq6o781WVZ-5g,11,0,0,0,0,0.002,42.81,50.0
q-0bR6ngGbU,UCIg97fCjw1HnS8vPqwiHLGA,329,0,0,0,0,0.163,0.67,8.73
q-CTS9Fmed0,UC77WdDKy6cbCxZkC46eaudA,5,0,0,0,0,0.001,76.54,64.6
q-budnspnI8,UCm3RYOItKT_P0-oRCkkSMZw,164,-1,0,0,0,0.124,18.8,45.6
q1jLEji8wOI,UC8gDq5ENmiVuJZIVsiZbQ8g,7,0,0,0,0,0.001,11.25,8.57
q1p-Y7EjxXU,UC82nFsZOjs5Tr96upPPq9Ww,3,0,0,0,0,0.004,0.79,58.67
q25GQ9FyEoA,UC0GVHmLgrxE2SS8F0C19JVg,23,1,0,0,0,0.034,17.79,100.43
q3uIaeDyUPM,UCP4STX85lq_fpEtvQcq_5fw,411,2,0,0,1,0.268,14.44,141.62
q3zzGfYhggE,UCm3RYOItKT_P0-oRCkkSMZw,1,0,0,0,0,0.0,0.0,0.0
q4PxOVvwfl4,UCnwjt6PgkKuZC4S1A0yTOFQ,1,0,0,0,0,0.0,0.82,12.0
q67SjebhpGA,UCbnCFV5_c-nGiEQN1anEO5A,4,0,0,0,0,0.0,11.56,195.5
q78BB-1L6dU,UCnwjt6PgkKuZC4S1A0yTOFQ,150,0,0,0,0,0.0,1.37,14.8
q8qNiTC6-ZY,UCT7ZxKrKqxBvAODr8h_ODkA,7,0,0,0,0,0.0,18.86,247.14
q8yfV51jwL8,UCxhHKduxLRNAOC_GUHPPf1Q,1,0,0,0,0,0.0,0.0,0.0
q9AZU6Q_smo,UCLQ4NoTptaCDG4nUvDLtUoQ,2389,3,0,0,1,1.95,0.95,76.51
q9RGWylgC7Y,UCpUrAXv2lzGxM4plYB7CE-A,136,2,0,6,0,0.176,5.32,216.6
qA4gVd2ML10,UCxxl4xdZZqRSSz2VfnFBhwA,5,0,0,0,0,0.001,87.4,54.6
qA5cygIQzOw,UCZem4a64VnhfA4CBw9vM2bg,73,1,0,0,0,0.009,69.89,21.04
qCH0TbWu86A,UCbnCFV5_c-nGiEQN1anEO5A,10,0,0,0,0,0.0,0.55,9.0
qDCp91FnwpE,UCdtOFTQ1GVPKzvOYsi1ApIw,18,0,0,0,0,0.019,0.44,21.67
qDLmQIju6UE,UCmhHN34V-dphAOk3RXxjb0g,1311,11,0,2,1,0.039,64.25,20.0
qFr0jXVXZYw,UC80LfoIH6FrzHTm6lXTWCKQ,4355,34,0,4,29,1.807,15.26,261.25
qI3X8Hlfa8E,UCxxl4xdZZqRSSz2VfnFBhwA,4,0,0,0,0,0.0,0.71,17.25
qIXFdENpYL4,UC2IjY1Gm6b7pYp-vMJ2R9ig,3,0,0,0,0,0.0,22.42,91.67
qJIMBfMNIhA,UCvfQU0Npb-ve-LxUlaAN1GA,5,0,0,0,0,0.0,20.28,264.4
qJcoRaEIqOc,UCSlOhfr5f-RPRP50yRri1uA,113,0,0,0,0,0.001,195.69,201.44
qJnQxMbRPuY,UCT7ZxKrKqxBvAODr8h_ODkA,165,5,0,0,0,0.084,5.82,192.09
qJtoWTF4wgM,UCAkSxwl8Lbk2hBXAAfsEFTA,1,0,0,0,0,0.001,1.0,16.0
qKeaXN_S404,UC2IjY1Gm6b7pYp-vMJ2R9ig,7,0,0,0,0,0.001,91.86,30.71
qKvOZGEEork,UCEFB0gMdnD1NyiZaedHg2hQ,354,4,0,1,0,0.043,73.23,28.32
qLBlZnV6FSk,UCl_Nqhf2SGNwv4uvbvs3upg,620,6,0,0,0,0.033,56.33,18.39
qLOVnpwQxoI,UC01rTYtA_UsuZ5wzxnyHFcg,16,0,0,0,0,0.0,7.98,7.5
qLybD0yK7L4,UC8Fm-ogvMehvbgF0BJjKiuQ,1,0,0,0,0,0.0,0.0,0.0
qMSyFGHB0Hg,UCdtOFTQ1GVPKzvOYsi1ApIw,13,0,0,0,0,0.002,54.59,39.92
qMeA7C2mgeg,UCMGKZD9ggu_Pfo4dkL47cXQ,201,1,0,2,0,0.022,69.29,20.23
qN0pq87O0YE,UCxxl4xdZZqRSSz2VfnFBhwA,378,1,0,0,1,0.541,13.76,232.95
qNRPx0Ig-Og,UC3o699rmxlcc6EJzt6emA-Q,315,2,0,0,0,0.0,58.03,54.0
qNUzzqf2aB0,UC77WdDKy6cbCxZkC46eaudA,5364,27,1,7,14,4.463,16.09,245.43
qNXyYlcP584,UCJw9px5fOp-nwJG6g4gN1ng,67,1,0,0,0,0.061,8.63,104.25
qP5KjRmNLBI,UC82nFsZOjs5Tr96upPPq9Ww,1,0,0,0,0,0.0,0.0,0.0
qPC4d-Pln4A,UCx08xHWVSQIiujaTJb8HWYg,66,0,0,0,0,0.003,45.9,16.76
qPkLY-vmD_I,UCdtOFTQ1GVPKzvOYsi1ApIw,1,0,0,0,0,0.0,3.39,9.0
qQEaAZ8Mh4o,UCxfDVRNK6SoN59v_t3ZJ33A,41,0,0,0,0,0.003,51.81,27.76
qSMARe6XCSw,UCSlOhfr5f-RPRP50yRri1uA,1,0,0,0,0,0.0,0.0,0.0
qSawJwJURW0,UCnwjt6PgkKuZC4S1A0yTOFQ,225,0,0,0,0,0.0,3.39,38.76
qU42RawZuHQ,UCmhHN34V-dphAOk3RXxjb0g,1029,13,0,1,1,0.039,50.47,41.37
qU4th7UhozM,UC3o699rmxlcc6EJzt6emA-Q,42,0,0,0,0,0.0,75.39,33.0
qV1M7kJxQyg,UCZem4a64VnhfA4CBw9vM2bg,177,0,0,0,0,0.213,9.55,110.14
qW68V9V86Hk,UCSlOhfr5f-RPRP50yRri1uA,233,0,1,0,0,0.075,11.39,37.5
qWPqZmlz2AY,UCk2O5vfW3c_W5YWQ_BoD1Ug,154,2,0,0,0,0.203,13.55,154.64
qWz5EtR7S9k,UCTqUiADoXl9Cq74vCP4FJCQ,1479,3,0,0,0,0.0,37.14,20.15
qX-9ocLsWqI,UCJw9px5fOp-nwJG6g4gN1ng,267,5,0,0,0,0.029,78.83,22.5
qXjqxWD6BdY,UCHONLLEtQ4f9yoqa1BWlhSg,2,0,0,0,0,0.0,1.71,38.0
qYWvcYXWnU4,UCeVTtB1kN607CxFrFkiqjgQ,4,0,0,0,0,0.0,0.0,0.0
qY_7uz2oYA8,UCxxl4xdZZqRSSz2VfnFBhwA,455,5,0,0,0,0.697,11.4,157.65
q_06jlw-D0M,UC77WdDKy6cbCxZkC46eaudA,4,0,0,0,0,0.0,0.96,12.75
qb6p8g0CIDs,UC77WdDKy6cbCxZkC46eaudA,14,0,0,0,0,0.002,4.05,46.71
qcFeVGtggzE,UCP4STX85lq_fpEtvQcq_5fw,277,2,0,0,0,0.527,9.56,174.24
qcY3udPnih8,UC0GVHmLgrxE2SS8F0C19JVg,4,0,0,0,0,0.001,41.9,26.0
qd1_LuvV6dA,UCIg97fCjw1HnS8vPqwiHLGA,1,0,0,0,0,0.0,0.0,0.0
qdMIiieQxbg,UCsbnInDepLdq6o781WVZ-5g,9,0,0,0,0,0.002,69.73,49.0
qe-hbtUfzXk,UCctSzoeee7KCnR84dZ6IO7w,3,0,0,0,0,0.0,5.81,98.0
qfwEusExTEs,UC0GVHmLgrxE2SS8F0C19JVg,140,1,0,0,0,0.129,12.6,200.17
qgW4dJOEAJA,UCqbTAXnwXspcNb7l3UqrOHQ,153,1,0,0,1,0.0,90.76,26.56
qh5WVwtbvnQ,UCk2O5vfW3c_W5YWQ_BoD1Ug,72,0,0,0,0,0.005,30.19,15.42
qh7XONsX2SM,UC0GVHmLgrxE2SS8F0C19JVg,0,0,0,0,0,0.0,0.0,0.0
qhVeefM5dtw,UCT7ZxKrKqxBvAODr8h_ODkA,34,0,0,0,0,0.036,17.11,271.88
qhwh9qwKA-4,UCdtOFTQ1GVPKzvOYsi1ApIw,3,0,0,0,0,0.0,2.92,19.33
qiKyqCfxd7o,UCctSzoeee7KCnR84dZ6IO7w,2,0,0,0,0,0.0,1.31,22.0
qjLkPmmr1Qo,UC0GVHmLgrxE2SS8F0C19JVg,39,0,0,0,0,0.016,8.84,113.79
qk-0YigaH1c,UCmhHN34V-dphAOk3RXxjb0g,94,0,0,0,0,0.188,12.95,178.96
qkPxKpiqygc,UCJw9px5fOp-nwJG6g4gN1ng,4434,51,0,1,4,0.469,82.69,19.0
qlC3FToY5jM,UCxfDVRNK6SoN59v_t3ZJ33A,1,0,0,0,0,0.0,0.0,0.0
qlEn4qM7Cz8,UCm3RYOItKT_P0-oRCkkSMZw,1467,3,0,0,0,0.248,1.99,28.48
qmZdFsxaBL8,UCpUrAXv2lzGxM4plYB7CE-A,535,2,0,0,0,0.011,28.74,16.97
qmhI-sDbZek,UCSlOhfr5f-RPRP50yRri1uA,19,0,0,0,0,0.001,16.82,14.89
qn1570vurFU,UCc-V01UlW1n8eGLpATLA5gw,1,0,0,0,0,0.0,0.69,10.0
qnxrR-wc-RA,UCTqUiADoXl9Cq74vCP4FJCQ,10,0,0,0,0,0.0,9.41,8.0
qpoLQwIOe7I,UCJw9px5fOp-nwJG6g4gN1ng,931,13,0,0,1,0.086,62.73,18.7
qqKbujlBZjU,UCsbnInDepLdq6o781WVZ-5g,6,0,0,0,0,0.001,73.25,34.67
qr3jUR7pXqQ,UCZem4a64VnhfA4CBw9vM2bg,63,2,0,0,0,0.006,57.69,20.05
qrwZzsNajA0,UCl_Nqhf2SGNwv4uvbvs3upg,2283,2,0,5,1,11.857,2.37,152.01
qszwu__75jY,UCJw9px5fOp-nwJG6g4gN1ng,678,11,0,0,0,0.062,83.57,24.22
qtnTKIXsJz0,UCxxl4xdZZqRSSz2VfnFBhwA,157,1,0,5,1,0.571,13.71,253.75
quQx-QdpXUc,UC8gDq5ENmiVuJZIVsiZbQ8g,10,0,0,0,0,0.0,14.07,9.0
qvFdw_IyH-U,UC80LfoIH6FrzHTm6lXTWCKQ,121,0,1,0,0,0.014,65.37,41.01
qwl8HzCO_Xw,UCk2O5vfW3c_W5YWQ_BoD1Ug,3797,21,2,3,9,1.785,16.14,256.1
qxR_uHf_xKk,UCZem4a64VnhfA4CBw9vM2bg,51,0,0,0,0,0.004,62.15,20.51
qxTydH6HrUE,UCIg97fCjw1HnS8vPqwiHLGA,14,-1,0,0,0,0.013,12.89,143.64
qxt-nWFlzp8,UCpUrAXv2lzGxM4plYB7CE-A,1933,5,1,0,0,3.429,1.61,83.65
qy2lrIPXve8,UCLQ4NoTptaCDG4nUvDLtUoQ,13,0,0,0,0,0.0,0.0,0.0
qzDL4Ej-yhA,UChhBhc7qJ42rgzAIPe9z6Cg,2,0,0,0,0,0.0,5.97,8.0
r-X6UrgAei8,UCc-V01UlW1n8eGLpATLA5gw,3,0,0,0,0,0.0,57.26,46.0
r-pGq9m7E9k,UC2IjY1Gm6b7pYp-vMJ2R9ig,2,0,0,0,0,0.001,21.37,7.0
r0YbqqMG2tk,UCxfDVRNK6SoN59v_t3ZJ33A,1,0,0,0,0,0.0,0.28,4.0
r1DfH3jDm8Y,UCkIOcyGqKTJMIIyFHJunYDA,437,1,0,0,0,0.023,61.52,22.42
r1xw8CxVJgo,UCL_RZ1IidYQkVQxfimfnPSQ,1714,9,0,1,7,0.45,42.05,116.91
r2cShYeP4sg,UCLQ4NoTptaCDG4nUvDLtUoQ,82,0,0,0,0,0.13,0.98,78.77
r3qAoaopuOE,UC2IjY1Gm6b7pYp-vMJ2R9ig,1,0,0,0,0,0.0,0.0,0.0
r4C4cf78hVo,UCSlOhfr5f-RPRP50yRri1uA,431,4,0,0,1,0.523,1.68,89.51
r4K7sEDciWM,UCpUrAXv2lzGxM4plYB7CE-A,104,0,0,0,1,0.008,69.75,23.19
r4kft2Y-Hkw,UCxfDVRNK6SoN59v_t3ZJ33A,9,0,0,0,0,0.006,18.17,200.0
r6EAk-sq1b0,UC3o699rmxlcc6EJzt6emA-Q,134,0,0,0,0,0.0,46.78,21.49
r6hOn5YbmIQ,UC0GVHmLgrxE2SS8F0C19JVg,7,0,0,0,0,0.016,9.84,149.0
r6yJTNizbHc,UCT7ZxKrKqxBvAODr8h_ODkA,4,0,0,0,0,0.002,0.59,30.0
r7DTVnT1-Gg,UCk2O5vfW3c_W5YWQ_BoD1Ug,291,6,0,1,0,0.011,71.27,27.13
r7E6ii58Cnw,UCm3RYOItKT_P0-oRCkkSMZw,9,0,0,0,0,0.001,36.92,13.78
r7ZDTN9vKqs,UCnwjt6PgkKuZC4S1A0yTOFQ,6,0,0,0,0,0.025,9.42,214.0
r9Wx7SS9ZZ4,UC2jHP3YhgMucr6UlgFzRhbA,33715,0,0,0,0,1.963,62.5,18.02
rAa8Ab80kjw,UCdtOFTQ1GVPKzvOYsi1ApIw,193,1,0,0,0,0.405,7.42,407.37
rBMlwhSWkUM,UCxhHKduxLRNAOC_GUHPPf1Q,2,0,0,0,0,0.0,197.46,116.0
rBdUXsCCvtc,UCAkSxwl8Lbk2hBXAAfsEFTA,0,0,0,0,0,0.0,0.0,0.0
rBrxQFPCvSQ,UCZFs3JqsRIqtqYgo4HahDUQ,169,1,0,0,0,0.005,7.97,10.37
rCFsfMBXlio,UCf3lAEw_WPtcgHMUVAunzSw,181825,162,0,0,162,42.169,11.06,156.0
rChuZImqa14,UCp013Ih_EWf3SXO8F4ftIwQ,0,0,0,0,0,0.0,0.0,0.0
rCqd6VZbOKI,UCAkSxwl8Lbk2hBXAAfsEFTA,22,0,0,0,0,0.0,32.4,16.45
rDCxGgwxWqk,UCXJiqB85OD4gnutvJ-gKHsg,28,1,0,0,0,0.006,14.83,167.07
rE9crU_1TIg,UCxxl4xdZZqRSSz2VfnFBhwA,1,0,0,0,0,0.0,0.73,10.0
rEFsk5qY2zI,UCnwjt6PgkKuZC4S1A0yTOFQ,3,1,0,0,1,0.069,40.15,727.0
rEIwbkSYJ5I,UC01rTYtA_UsuZ5wzxnyHFcg,2,0,0,0,0,0.0,0.0,0.0
rEQKkee_dbo,UC77WdDKy6cbCxZkC46eaudA,3,0,0,0,0,0.0,17.84,58.67
rFRSPiD0G0g,UC82nFsZOjs5Tr96upPPq9Ww,1,0,0,0,0,0.0,0.53,9.0
rGOCapvwpoU,UCTGoaBFABIBLXcqXzCM5D3A,75,0,0,0,0,0.0,54.22,17.17
rHzASAJk5Uo,UCSlOhfr5f-RPRP50yRri1uA,23,0,0,0,0,0.0,12.22,3.65
rIQLgItr7N0,UCxhHKduxLRNAOC_GUHPPf1Q,1,0,0,0,0,0.001,17.99,4.0
rIcOW3cv2iQ,UCx08xHWVSQIiujaTJb8HWYg,642,6,0,0,2,0.034,62.92,15.0
rIrqS2kTqXM,UCZFs3JqsRIqtqYgo4HahDUQ,341,0,0,0,0,0.004,16.81,13.5
rJKnAg1IR70,UC80LfoIH6FrzHTm6lXTWCKQ,208,1,0,0,0,0.017,98.07,38.5
rKRgA-xp0Ho,UCNkelFxYeQTdVdBzl3yaliw,2292,5,1,0,2,0.0,13.13,267.01
rLgPQs1X4gs,UCEFB0gMdnD1NyiZaedHg2hQ,968,15,0,0,0,0.109,79.72,18.0
rO-gOwFzXVk,UC3o699rmxlcc6EJzt6emA-Q,438,4,0,0,0,0.0,29.96,19.9
rOLxvfNX1LY,UCZFs3JqsRIqtqYgo4HahDUQ,1190,6,0,0,2,0.06,31.83,16.43
rPHxfwqQXhM,UCxxl4xdZZqRSSz2VfnFBhwA,4,0,0,0,0,0.001,19.0,20.0
rPMAvTv1nR8,UCdtOFTQ1GVPKzvOYsi1ApIw,59,0,0,0,0,0.343,38.75,516.42
rRHjTo0Dj0k,UCMGKZD9ggu_Pfo4dkL47cXQ,3238,64,2,1,3,0.472,84.3,15.0
rSrPMAJkq14,UCk2O5vfW3c_W5YWQ_BoD1Ug,291,4,0,0,0,0.01,54.49,37.41
rU5IhbavjPk,UCNkelFxYeQTdVdBzl3yaliw,715,4,0,0,3,0.0,4.98,112.03
rU5c4Ocul-U,UCdtOFTQ1GVPKzvOYsi1ApIw,2,0,0,0,0,0.0,0.0,0.0
rUPTZtJOezA,UC0GVHmLgrxE2SS8F0C19JVg,21,0,0,0,0,0.018,12.43,162.57
rUvEpKv9_KY,UCHONLLEtQ4f9yoqa1BWlhSg,37,0,0,0,0,0.179,13.63,237.05
rV4IxRcw0G8,UCxfDVRNK6SoN59v_t3ZJ33A,73,0,0,0,0,0.078,2.46,111.84
rVNYvxCKHZs,UCxfDVRNK6SoN59v_t3ZJ33A,2,0,0,0,0,0.0,0.0,0.0
rVWtssbVcwE,UCeVTtB1kN607CxFrFkiqjgQ,3,0,0,0,0,0.001,6.53,6.0
rX19zlU_-XY,UCT7ZxKrKqxBvAODr8h_ODkA,133,2,0,0,1,0.025,10.81,144.74
rXZbcPNzKKk,UCxfDVRNK6SoN59v_t3ZJ33A,8,0,0,0,0,0.001,8.4,304.5
rY7xoYGR6HM,UCZem4a64VnhfA4CBw9vM2bg,201,1,0,0,0,0.027,57.69,17.23
rZCHcqshS1c,UCp013Ih_EWf3SXO8F4ftIwQ,24971,129,0,2,9,0.0,67.66,16.0
rZuOVt0kBUU,UCT7ZxKrKqxBvAODr8h_ODkA,666,3,0,0,0,0.53,5.79,214.1
r_Lwg5c6h9c,UC77WdDKy6cbCxZkC46eaudA,1,0,0,0,0,0.005,55.91,616.0
rbh3FjXLJEs,UCL_RZ1IidYQkVQxfimfnPSQ,5,0,0,0,0,0.0,12.35,18.0
rcVMUXk8GnY,UC77WdDKy6cbCxZkC46eaudA,4,0,0,0,0,0.01,5.31,18.0
rc_HtZWpX2I,UCm3RYOItKT_P0-oRCkkSMZw,5,0,0,0,0,0.0,0.6,10.2
rcawLfuqPtI,UCsbnInDepLdq6o781WVZ-5g,883,9,0,1,0,0.123,88.67,34.33
rcznbyhv_cU,UCsbnInDepLdq6o781WVZ-5g,0,0,0,0,0,0.001,0.0,0.0
rd2LlzAPvKg,UCxfDVRNK6SoN59v_t3ZJ33A,3,0,0,0,0,0.0,5.15,84.0
rdZglWK3lBA,UC8Fm-ogvMehvbgF0BJjKiuQ,3,0,0,0,0,0.0,0.1,1.67
re6LEAbmXTs,UCAkSxwl8Lbk2hBXAAfsEFTA,10,0,0,0,0,0.0,33.5,19.8
reNgLrWJzu4,UC8gDq5ENmiVuJZIVsiZbQ8g,5,0,0,0,0,0.0,3.41,1.6
rfHuVEEzj0E,UCc-V01UlW1n8eGLpATLA5gw,25,0,0,0,0,0.015,2.02,112.6
rgt1OVIbxzg,UCxfDVRNK6SoN59v_t3ZJ33A,38,0,0,0,0,0.041,3.92,63.32
rhIxQDeki74,UCxfDVRNK6SoN59v_t3ZJ33A,165,2,0,0,0,0.01,48.9,31.96
rj3wRTgkdIM,UCm3RYOItKT_P0-oRCkkSMZw,602,4,0,0,0,0.043,79.7,11.47
rj5H4s0bwJ0,UCAkSxwl8Lbk2hBXAAfsEFTA,89,0,0,0,0,0.079,9.19,183.03
rjVK2D5UP8U,UCdtOFTQ1GVPKzvOYsi1ApIw,3,0,0,0,0,0.0,0.0,0.0
rk-yI68H2bc,UCZem4a64VnhfA4CBw9vM2bg,79,1,0,0,0,0.081,9.7,192.75
rkGtvYTHB0U,UCxfDVRNK6SoN59v_t3ZJ33A,38,1,0,0,0,0.017,16.38,136.58
rl9sL4iACzc,UCxfDVRNK6SoN59v_t3ZJ33A,3,0,0,0,0,0.0,7.31,52.0
rlyfp7wUzSo,UCbnCFV5_c-nGiEQN1anEO5A,38,0,0,0,0,0.0,6.79,162.18
rmqw84PdnPA,UCTGoaBFABIBLXcqXzCM5D3A,60,2,0,0,0,0.0,70.11,19.78
rmsvNDk_MJQ,UCZem4a64VnhfA4CBw9vM2bg,1227,22,0,0,0,0.163,97.22,32.86
rp-obVnoxXk,UCsbnInDepLdq6o781WVZ-5g,9,0,0,0,0,0.002,95.86,26.33
rpnIlNvGZmM,UCl_Nqhf2SGNwv4uvbvs3upg,1847,10,0,0,1,0.104,47.56,17.47
rqSolWAgbOM,UC49-b-BhbYoG54YNkwmzg8w,3,0,0,0,0,0.0,2.09,25.0
rqh2u9FV_Uw,UCZFs3JqsRIqtqYgo4HahDUQ,23,0,0,0,0,0.0,33.87,11.96
rsXUFOBxSpQ,UC2IjY1Gm6b7pYp-vMJ2R9ig,1,0,0,0,0,0.0,0.0,0.0
rsdoYDTD43U,UCeVTtB1kN607CxFrFkiqjgQ,2,0,0,0,0,0.0,4.34,68.5
rtDvH8D4cZc,UCm3RYOItKT_P0-oRCkkSMZw,13,0,0,0,0,0.0,77.29,23.62
rtGPptz_ysk,UCSlOhfr5f-RPRP50yRri1uA,1325,12,0,0,0,0.05,75.36,17.32
rtWVJ2jtzAQ,UC0GVHmLgrxE2SS8F0C19JVg,2,0,0,0,0,0.001,7.3,4.0
rthQBQ0MFnA,UCTGoaBFABIBLXcqXzCM5D3A,182,0,0,0,0,0.0,47.1,14.34
ruIq0EfgeCg,UCxxl4xdZZqRSSz2VfnFBhwA,7,0,0,0,0,0.001,99.57,46.57
rvac2IG5PK8,UC82nFsZOjs5Tr96upPPq9Ww,1,0,0,0,0,0.0,0.08,5.0
rwPhpcRHSDU,UCZem4a64VnhfA4CBw9vM2bg,49,0,0,2,0,0.086,13.9,143.57
rwSd5H573t0,UCxhHKduxLRNAOC_GUHPPf1Q,6,0,0,0,0,0.0,24.17,15.5
rwgrJoVteVE,UCnwjt6PgkKuZC4S1A0yTOFQ,0,0,0,0,0,0.0,0.0,0.0
rzLVfj8K2e4,UCT7ZxKrKqxBvAODr8h_ODkA,7,0,0,0,0,0.001,4.33,88.57
rzOdyIsntYA,UCZem4a64VnhfA4CBw9vM2bg,39,0,0,0,0,0.004,24.74,25.85
rzmkaVRQl9Q,UCTGoaBFABIBLXcqXzCM5D3A,97,2,0,0,0,0.0,6.16,354.22
s-OjjKsvPU0,UC2IjY1Gm6b7pYp-vMJ2R9ig,1,0,0,0,0,0.0,40.8,35.0
s0K-Q06TleM,UC80LfoIH6FrzHTm6lXTWCKQ,25,0,0,0,0,0.004,38.58,21.4
s1OHnPKcdxE,UC82nFsZOjs5Tr96upPPq9Ww,28,0,0,0,0,0.055,9.77,624.14
s4-pwnzJctg,UC2IjY1Gm6b7pYp-vMJ2R9ig,4,0,0,0,0,0.0,39.87,15.0
s4A2skAgyFw,UCy_zcQwyTyQG6bpwfpHfffw,113,0,0,0,0,0.0,75.87,20.55
s5Hhl155MJw,UCT7ZxKrKqxBvAODr8h_ODkA,1298,5,0,1,2,1.356,7.78,306.48
s5dTEHsTbwg,UCqbTAXnwXspcNb7l3UqrOHQ,115,2,0,0,0,0.0,18.44,131.77
s7377MIs9ew,UCxxl4xdZZqRSSz2VfnFBhwA,19,2,0,0,0,0.023,9.51,149.16
s8UIxbJrwek,UCZem4a64VnhfA4CBw9vM2bg,2287,42,1,0,1,0.349,66.94,27.0
s8yiTxe7FBo,UCnwjt6PgkKuZC4S1A0yTOFQ,6,0,0,0,0,0.001,68.43,19.0
s9GMv36kvBw,UCAkSxwl8Lbk2hBXAAfsEFTA,4,0,0,0,0,0.001,25.66,385.0
sCFJaFeBvIs,UCSlOhfr5f-RPRP50yRri1uA,798,8,0,0,0,0.038,22.85,20.0
sCU3ooZq1dA,UCsbnInDepLdq6o781WVZ-5g,49,2,0,0,0,0.007,83.66,25.37
sCxl1cx_mo0,UC01rTYtA_UsuZ5wzxnyHFcg,1,0,0,0,0,0.0,0.0,0.0
sDPjQIdLD-I,UCL_RZ1IidYQkVQxfimfnPSQ,21,0,0,0,0,0.019,12.48,102.43
sDhqsl5ahPk,UCsbnInDepLdq6o781WVZ-5g,145,0,0,0,0,0.066,8.85,143.34
sDnrY56e6xk,UCP4STX85lq_fpEtvQcq_5fw,332,2,0,1,1,0.335,11.36,160.87
sFS-UkcoFc4,UC0GVHmLgrxE2SS8F0C19JVg,26,0,0,0,0,0.007,90.72,9.42
sFZmpeew5rw,UCxfDVRNK6SoN59v_t3ZJ33A,2,0,0,0,0,0.001,28.37,24.0
sFmw48NRNlI,UCEFB0gMdnD1NyiZaedHg2hQ,1520,24,1,0,1,0.151,79.63,22.61
sHEM2FLYtUY,UCSlOhfr5f-RPRP50yRri1uA,867,7,0,0,2,0.044,50.26,13.09
sHPrPDVvick,UCbnCFV5_c-nGiEQN1anEO5A,2,0,0,0,0,0.001,0.94,12.0
sI1dX0jotdc,UChhBhc7qJ42rgzAIPe9z6Cg,7,-1,0,0,0,0.0,9.42,103.43
sJJMmkUql8E,UC2IjY1Gm6b7pYp-vMJ2R9ig,1,0,0,0,0,0.0,0.46,4.0
sJLHF9SoZFI,UCxxl4xdZZqRSSz2VfnFBhwA,6,0,0,0,0,0.002,66.69,57.5
sJNLf1IO9r4,UCkIOcyGqKTJMIIyFHJunYDA,1734,1,0,0,0,0.068,49.61,18.25
sJ_8DGo4uDk,UCxfDVRNK6SoN59v_t3ZJ33A,5,0,0,0,0,0.001,32.42,22.2
sJfTRTlpMqs,UC82nFsZOjs5Tr96upPPq9Ww,2,0,0,0,0,0.012,11.14,223.0
